0.00146196 1.5396099e-06
0.00146618 1.5484347e-06
0.00147039 1.5573108e-06
0.00147464 1.5662384e-06
0.00147889 1.5752179e-06
0.00148315 1.5842496e-06
0.00148742 1.5933337e-06
0.00149171 1.6024707e-06
0.00149601 1.6116607e-06
0.00150032 1.6209042e-06
0.00150464 1.6302015e-06
0.00150898 1.6395528e-06
0.00151333 1.6489585e-06
0.00151769 1.658419e-06
0.00152207 1.6679345e-06
0.00152645 1.6775053e-06
0.00153086 1.6871319e-06
0.00153527 1.6968146e-06
0.00153969 1.7065536e-06
0.00154413 1.7163494e-06
0.00154858 1.7262022e-06
0.00155305 1.7361125e-06
0.00155752 1.7460805e-06
0.00156201 1.7561066e-06
0.00156651 1.7661912e-06
0.00157104 1.7763347e-06
0.00157556 1.7865372e-06
0.0015801 1.7967994e-06
0.00158466 1.8071214e-06
0.00158923 1.8175036e-06
0.0015938 1.8279465e-06
0.00159839 1.8384504e-06
0.00160301 1.8490157e-06
0.00160762 1.8596426e-06
0.00161226 1.8703317e-06
0.00161691 1.8810833e-06
0.00162156 1.8918978e-06
0.00162623 1.9027755e-06
0.00163093 1.9137169e-06
0.00163564 1.9247223e-06
0.00164034 1.9357921e-06
0.00164507 1.9469267e-06
0.00164981 1.9581265e-06
0.00165457 1.969392e-06
0.00165934 1.9807235e-06
0.00166412 1.9921214e-06
0.00166892 2.0035861e-06
0.00167372 2.0151181e-06
0.00167855 2.0267177e-06
0.00168339 2.0383854e-06
0.00168825 2.0501216e-06
0.00169311 2.0619266e-06
0.00169799 2.0738011e-06
0.00170288 2.0857453e-06
0.0017078 2.0977596e-06
0.00171272 2.1098446e-06
0.00171765 2.1220007e-06
0.0017226 2.1342283e-06
0.00172756 2.1465278e-06
0.00173254 2.1588997e-06
0.00173753 2.1713445e-06
0.00174254 2.1838625e-06
0.00174756 2.1964543e-06
0.00175261 2.2091202e-06
0.00175766 2.2218609e-06
0.00176273 2.2346766e-06
0.00176781 2.247568e-06
0.00177291 2.2605354e-06
0.00177801 2.2735794e-06
0.00178314 2.2867004e-06
0.00178828 2.2998988e-06
0.00179343 2.3131752e-06
0.0017986 2.3265302e-06
0.00180378 2.339964e-06
0.00180898 2.3534773e-06
0.00181419 2.3670705e-06
0.00181943 2.3807442e-06
0.00182467 2.3944988e-06
0.00182993 2.4083348e-06
0.0018352 2.4222528e-06
0.0018405 2.4362533e-06
0.0018458 2.4503367e-06
0.00185112 2.4645037e-06
0.00185645 2.4787546e-06
0.00186181 2.4930902e-06
0.00186717 2.5075108e-06
0.00187255 2.522017e-06
0.00187796 2.5366094e-06
0.00188336 2.5512884e-06
0.00188879 2.5660547e-06
0.00189423 2.5809088e-06
0.00189969 2.5958512e-06
0.00190517 2.6108825e-06
0.00191066 2.6260033e-06
0.00191618 2.6412141e-06
0.00192169 2.6565154e-06
0.00192724 2.6719079e-06
0.00193279 2.6873921e-06
0.00193836 2.7029686e-06
0.00194394 2.718638e-06
0.00194955 2.7344009e-06
0.00195517 2.7502578e-06
0.0019608 2.7662094e-06
0.00196645 2.7822562e-06
0.00197213 2.7983989e-06
0.00197781 2.814638e-06
0.0019835 2.8309742e-06
0.00198923 2.847408e-06
0.00199496 2.8639401e-06
0.00200072 2.8805711e-06
0.00200648 2.8973017e-06
0.00201226 2.9141324e-06
0.00201806 2.9310639e-06
0.00202388 2.9480969e-06
0.00202971 2.9652319e-06
0.00203556 2.9824696e-06
0.00204143 2.9998108e-06
0.00204731 3.0172559e-06
0.00205321 3.0348057e-06
0.00205914 3.0524609e-06
0.00206507 3.070222e-06
0.00207102 3.0880898e-06
0.00207699 3.106065e-06
0.00208298 3.1241482e-06
0.00208898 3.1423401e-06
0.00209501 3.1606414e-06
0.00210104 3.1790528e-06
0.00210709 3.1975749e-06
0.00211317 3.2162086e-06
0.00211926 3.2349544e-06
0.00212537 3.2538132e-06
0.00213149 3.2727856e-06
0.00213764 3.2918722e-06
0.0021438 3.311074e-06
0.00214999 3.3303915e-06
0.00215618 3.3498255e-06
0.00216239 3.3693767e-06
0.00216863 3.3890459e-06
0.00217488 3.4088339e-06
0.00218114 3.4287414e-06
0.00218743 3.448769e-06
0.00219374 3.4689177e-06
0.00220006 3.4891882e-06
0.00220639 3.509581e-06
0.00221276 3.5300972e-06
0.00221914 3.5507375e-06
0.00222553 3.5715027e-06
0.00223196 3.5923934e-06
0.00223838 3.6134108e-06
0.00224483 3.6345552e-06
0.00225131 3.6558278e-06
0.0022578 3.6772292e-06
0.00226431 3.6987602e-06
0.00227083 3.7204218e-06
0.00227737 3.7422147e-06
0.00228394 3.7641397e-06
0.00229053 3.7861977e-06
0.00229712 3.8083896e-06
0.00230375 3.8307159e-06
0.00231038 3.8531778e-06
0.00231705 3.875776e-06
0.00232372 3.8985114e-06
0.00233042 3.9213847e-06
0.00233714 3.944397e-06
0.00234387 3.9675492e-06
0.00235063 3.990842e-06
0.0023574 4.0142764e-06
0.0023642 4.0378532e-06
0.00237102 4.0615732e-06
0.00237785 4.0854375e-06
0.0023847 4.1094471e-06
0.00239158 4.1336026e-06
0.00239847 4.157905e-06
0.00240539 4.1823552e-06
0.00241232 4.2069543e-06
0.00241927 4.2317032e-06
0.00242625 4.2566026e-06
0.00243324 4.2816536e-06
0.00244025 4.3068571e-06
0.00244728 4.3322142e-06
0.00245434 4.3577258e-06
0.00246142 4.3833926e-06
0.00246851 4.4092159e-06
0.00247562 4.4351966e-06
0.00248276 4.4613356e-06
0.00248991 4.4876338e-06
0.00249709 4.5140923e-06
0.00250429 4.5407121e-06
0.0025115 4.5674943e-06
0.00251874 4.5944397e-06
0.002526 4.6215495e-06
0.00253328 4.6488245e-06
